method	String	other
var	Hashtable	t
method	Condition	condition
var	And	and condition
var	Or	or condition
var	LocalProperties	local properties
var	RuntimeException	thrown
method	Task	el
method	RuntimeConfigurable	o
method	Task	o
file	String	condition
file	boolean	invalid
var	Throwable	reason
file	UnknownElement	replacement
method	UnknownElement	parent element
var	UnknownElement	child element
method	Task	owner
method	Class	proxy class
var	Method	set location m
var	Method	set project m
file	List	errors
method	boolean	condition
method	String	errormessage
file	int	default compression level
file	int	maximum comression level
file	Commandline	cmd
file	ArrayList	modules
file	Vector	vec commandlines
file	String	cvs root
file	String	cvs rsh
file	String	cvs package
file	String	default command
file	String	command
file	boolean	quiet
file	boolean	reallyquiet
file	int	compression
file	boolean	noexec
file	File	pass file
file	File	dest
file	boolean	append
file	File	output
file	File	error
file	boolean	fail on error
file	ExecuteStreamHandler	execute stream handler
file	OutputStream	output stream
file	OutputStream	error stream
method	ExecuteStreamHandler	handler
method	Commandline	to execute
var	Environment	env
var	Environment.Variable	var
var	File	default pass file
var	Execute	exe
var	String	actual command line
var	int	ret code
var	String	saved command
var	Commandline	cloned
method	Execute	execute
var	String	cmd line
var	StringBuffer	string buffer
var	String	new line
var	String[]	variable array
var	int	z
var	int	stop
var	int	startproto
var	int	startuser
var	int	startpass
method	String	rsh
method	Commandline	c
method	boolean	q
method	boolean	ne
method	boolean	value
var	Module	m
method	boolean	insert at start
method	boolean	usecomp
var	List	clone
file	File	jar
file	String	alias
file	String	keystore
file	String	storepass
file	String	storetype
file	String	keypass
file	boolean	strict
file	String	max memory
file	Vector	filesets
file	String	jarsigner command
file	RedirectorElement	redirector
file	Environment	sys properties
file	String	error no source
file	String	executable
method	String	max
method	FileSet	set
method	Environment.Variable	sysp
var	RedirectorElement	result
var	StringBuffer	input
var	LineContainsRegExp	filter
var	RegularExpression	rx
method	ExecTask	cmd
var	Environment.Variable	variable
method	Environment.Variable	property
var	String	loc
var	File	keystore file
var	Vector	sources
var	FileSet	source jar
var	Path	p
var	FileSet	file set
file	boolean	inherit all
file	boolean	inherit refs
file	Vector	properties
file	Vector	references
file	Project	new project
file	Vector	property sets
file	boolean	target attribute set
file	boolean	use native basedir
var	File	outfile
var	DefaultLogger	logger
var	PropertySet	ps
method	String	output to handle
method	String	to flush
method	String	error output to handle
method	String	error output to flush
var	File	saved dir
var	String	saved ant file
var	Vector	locals
var	Property	p
var	String	this ant file
var	String	owning target name
var	boolean	circular
var	Target	other
var	Set	set
var	Hashtable	this references
var	String	refid
var	String	to refid
var	Reference	ref
var	Hashtable	new references
method	String	old key
method	String	new key
var	Object	orig
var	Object	copy
var	Method	clone m
method	Hashtable	props
method	PropertyType	type
method	String	target to add
method	String	output file
method	TargetElement	t
file	String	targetid
file	PropertyType	plain
file	PropertyType	inherited
file	PropertyType	user
method	URL	antlib url
var	URLResource	antlib resource
var	ProjectHelper	parser
var	Object	p
var	ProjectHelperRepository	helper repository
var	Antlib	antlib
var	Object	configured object
var	AntlibDefinition	def
file	ClassLoader	antlib class loader
file	String	line sep
file	StructurePrinter	printer
method	StructurePrinter	p
var	FileOutputStream	fos
var	String	t name
method	Hashtable	tasks
method	Hashtable	types
method	Class	element
file	String	boolean
file	String	tasks
file	String	types
file	Hashtable	visited
method	Enumeration	tasks
method	Enumeration	types
var	Vector	v
var	Object[]	values
var	String[]	values
var	String	nested name
method	String[]	s
file	Path	filepath
file	FileDir	type
file	AntClassLoader	loader
file	boolean	ignore systemclasses
file	boolean	search parents
method	Reference	r
method	boolean	ignore
var	Object	oldvalue
var	String	appendix
var	String[]	paths
var	ClassLoader	c l
var	ClassLoader	l
file	List	targets
file	OnMissingExtensionPoint	on missing extension point
method	String	on missing extension point
var	String[]	inputs
var	Iterator	it target
file	String	default property name
file	String	default filename
file	File	my file
var	File	saved file
var	Properties	properties
var	int	build number
var	FileOutputStream	output
var	String	build number
var	FileInputStream	input
file	String	default extension
var	FileOutputStream	out
var	CBZip2InputStream	z in
var	InputStream	fis
var	BufferedInputStream	bis
var	int	b
var	CBZip2OutputStream	z out
var	BufferedOutputStream	bos
file	Ant	callee
file	boolean	target set
method	boolean	inherit
method	Ant.Reference	r
method	Ant.TargetElement	t
file	int	byte mask
file	Union	u
method	ResourceCollection	rc
file	File	todir
file	String	algorithm
file	String	provider
file	String	fileext
file	Map	all digests
file	Map	relative file paths
file	String	totalproperty
file	boolean	force overwrite
file	String	verify property
file	FileUnion	resources
file	Hashtable	include file map
file	MessageDigest	message digest
file	boolean	is condition
file	int	read buffer size
file	MessageFormat	format
method	FormatElement	e
var	String	saved file ext
var	int	ct
var	File	src
var	File	checksum file
var	String	checksum
var	byte[]	digest
var	File	directory
var	boolean	checksum matches
var	byte[]	buf
var	DigestInputStream	dis
var	byte[]	file digest
var	Object	destination
var	File	existing file
var	String	supplied checksum
var	File[]	key array
method	File	f1
method	File	f2
var	String	total checksum
var	StringBuffer	checksum sb
var	String	hex str
method	char[]	data
var	int	l
var	byte[]	out
var	int	f
var	BufferedReader	disk checksum reader
var	Object[]	result
file	HashMap	format map
file	String	md5 sum
file	String	svf
file	FileSet	default set
file	boolean	default set defined
file	boolean	have perm
var	FileSet	fs
method	String	perm
method	String	includes
method	String	excludes
method	boolean	use default excludes
method	String	e
method	Commandline	cmdl
method	boolean	skip
file	boolean	reset
file	String	parent name
method	Reference	path ref
var	String	loader name
var	AntClassLoader	acl
var	boolean	existing loader
var	String[]	list
file	Union	resources
var	URL	u
file	boolean	vm launcher
file	CommandLauncher	command launcher
method	Javac	attributes
file	String	modern compiler
method	String	compiler type
var	ClassLoader	cl
file	int	command line limit
file	Path	src
file	File	dest dir
file	String	encoding
file	boolean	optimize
file	boolean	deprecation
file	boolean	depend
file	String	release
file	Path	bootclasspath
file	Path	extdirs
file	Path	compile classpath
file	Path	modulepath
file	Path	upgrademodulepath
file	Path	compile sourcepath
file	Path	module sourcepath
file	boolean	include ant runtime
file	boolean	include java runtime
file	String	memory initial size
file	String	memory maximum size
file	File[]	compile list
var	Path	cp
var	Path	mp
var	Path	ump
var	Path	msp
method	boolean	use debug level
var	Path	sourcepath
var	String	memory parameter prefix
var	Path	bp
var	String	debug level
var	String	t
method	boolean	debug level check
var	StringBuffer	nice source list
method	int	first file name
method	boolean	quote files
var	String[]	command array
var	File	tmp file
var	BufferedWriter	out
method	String	javac xy
method	String	java env version xy
method	String	source
var	String	exec
var	boolean	native build
var	String[]	additional arguments
var	int	args length
var	int	conflict length
file	String[]	conflict with dash c
file	String	classic compiler classname
var	OutputStream	logstr
var	Constructor	cons
var	Object	compiler
var	Method	compile
var	Boolean	ok
file	int	modern compiler success
var	int	result
var	File	vms file
var	String[]	command line
var	String	jikes path
var	Path	boot
var	String	emacs property
var	String	warnings property
var	String	pedantic property
var	String	full depend property
var	boolean	ms extensions
var	String	mse
var	ExecuteJava	ej
file	ResourceSelector	exists
file	ResourceSelector	not exists
file	boolean	trim leading
file	boolean	trim
var	BufferedReader	reader
method	boolean	strip
var	char[]	current
var	StringBuffer	b
var	boolean	start of line
method	S	s
file	int	last pos
file	char[]	last chars
file	boolean	need add separator
file	Iterator	reader sources
file	ReaderFactory	factory
var	int	amount read
var	int	n read
file	ResourceCollection	c
var	ConcatResourceInputStream	result
var	Reader	resource reader
var	Reader[]	readers
file	Resource	dest
file	String	output encoding
file	boolean	binary
file	StringBuffer	text buffer
file	Resources	rc
file	boolean	force
file	TextElement	footer
file	TextElement	header
file	boolean	fix last line
file	String	eol string
file	Writer	output writer
file	boolean	ignore empty
file	ReaderFactory	resource reader factory
method	Resource	o
file	ReaderFactory	identity reader factory
method	Reader	o
method	File	destination file
method	boolean	f
method	FileList	list
method	FilterChain	filter chain
method	TextElement	header to add
method	TextElement	footer to add
method	FixCRLF.CrLf	crlf
var	Intersect	check dest not in sources
var	Restrict	noexist rc
var	Restrict	result
method	Reader	r
var	ChainReaderHelper	helper
var	Condition	c
file	String	at least
file	String	exactly
file	String	propertyname
var	DeweyDecimal	actual
var	char[]	version string
var	boolean	found first digit
file	Vector	conditions
method	Available	a
method	Checksum	c
method	UpToDate	u
method	Not	n
method	And	a
method	Or	o
method	Equals	e
method	Os	o
method	IsSet	i
method	Http	h
method	Socket	s
method	FilesMatch	test
method	Contains	test
method	IsTrue	test
method	IsFalse	test
method	IsReference	i
method	IsFileSelected	test
file	String	sub string
file	boolean	case sensitive
file	int	required
file	Object	arg1
file	Object	arg2
file	int	args
file	boolean	forcestring
method	String	a1
method	String	a2
file	File	file1
file	File	file2
file	boolean	textfile
file	String	partition
file	String	needed
var	File	fs
var	ReflectWrapper	w
var	long	free
file	String	method
file	String	field
file	boolean	ignore system classes
var	ClassLoader	pre load class
var	Field	field entry
var	Method	method entry
file	int	error begins
file	String	default request method
file	String	spec
file	String	request method
file	boolean	follow redirects
method	String	url
file	int	errors begin at
var	HttpURLConnection	http
var	int	code
file	Boolean	value
var	File	my base dir
var	FileSelector	f
file	String	date time
file	Touch.DateFormatFactory	df factory
file	CompareMode	mode
var	DateFormat	df
var	ParseException	pe
var	long	expected
var	long	actual
file	String	equals text
file	String	before text
file	String	after text
file	String	not before text
file	String	not after text
file	CompareMode	equals
file	int	second
file	String	host
file	int	default timeout
file	int	timeout
file	String	error no hostname
file	String	error bad timeout
file	String	warn unknown host
file	String	error on network
file	String	error both targets
file	String	msg no reachable test
file	String	error bad url
file	String	error no host in url
