Domain	Type	Name
method	Vector<FilterChain>	fchain
var	Reader	instream
var	int	filterReadersCount
var	Vector<Object>	finalFilters
var	ArrayList<AntClassLoader>	classLoadersToCleanUp
var	FilterChain	filterchain
var	Vector<Object>	filterReaders
var	int	readerCount
var	int	j
var	int	i
var	int	filtersCount
var	boolean	success
var	Object	o
var	int	i
var	Reader	finalReader
method	Object	obj
method	List<AntClassLoader>	loaders
var	Iterator<AntClassLoader>	it
method	Reader	rdr
method	AntFilterReader	filter
method	Reader	ancestor
method	List<AntClassLoader>	classLoadersToCleanUp
var	String	className
var	Path	classpath
var	Project	pro
var	Class<?>	clazz
var	AntClassLoader	al
var	Constructor<?>[]	constructors
var	int	j
var	boolean	consPresent
var	Class<?>[]	types
var	Reader[]	rdr
var	Reader	instream
var	Parameter[]	params
file	String	LS
method	byte[]	bytes
var	StringBuffer	sb
var	ByteArrayInputStream	bis
var	ClassParser	parser
var	JavaClass	javaClass
var	Field[]	fields
var	Field	field
var	ConstantValue	cv
var	String	cvs
var	int	i
file	Project	project
file	File	buildFile
file	URL	buildFileURL
file	Vector<Target>	targetVector
file	File	buildFileParent
file	URL	buildFileParentURL
file	String	currentProjectName
file	Locator	locator
file	Target	implicitTarget
file	Target	currentTarget
file	Vector<RuntimeConfigurable>	wStack
file	boolean	ignoreProjectTag
file	Map<String, List<String>>	prefixMapping
file	Map<String, Target>	currentTargets
method	File	buildFile
method	URL	buildFile
method	String	name
method	RuntimeConfigurable	wrapper
method	Target	target
method	Target	target
method	Target	target
method	Object	element
method	Attributes	attr
var	String	id
method	Locator	locator
method	boolean	flag
method	String	prefix
method	String	uri
var	List<String>	list
method	String	prefix
var	List<String>	list
method	String	prefix
var	List<String>	list
method	Map<String, Target>	currentTargets
file	SingleCheckExecutor	SUB_EXECUTOR
method	Project	project
method	String[]	targetNames
var	BuildException	thrownException
var	int	i
file	SingleCheckExecutor	SUB_EXECUTOR
method	Project	project
method	String[]	targetNames
var	Hashtable<String, Target>	targets
var	BuildException	thrownException
var	Target	t
var	int	i
file	String	REFID_TARGETS
file	AntHandler	elementHandler
file	AntHandler	targetHandler
file	AntHandler	mainHandler
file	AntHandler	projectHandler
file	String	REFID_CONTEXT
file	FileUtils	FILE_UTILS
method	Resource	resource
method	Project	containingProject
method	Resource	resource
var	URLProvider	up
method	Project	project
method	URL	source
var	Target	dummyTarget
var	AntXMLContext	context
var	Task[]	tasks
method	Project	project
method	Object	source
var	AntXMLContext	context
var	Target	currentTarget
var	Target	currentImplicit
var	Map<String, Target>	currentTargets
var	Target	newCurrent
method	Project	project
method	Object	source
method	RootHandler	handler
var	AntXMLContext	context
var	File	buildFile
var	URL	url
var	String	buildFileName
var	FileProvider	fp
var	URLProvider	up
var	InputStream	inputStream
var	InputSource	inputSource
var	ZipFile	zf
var	Location	location
var	Throwable	t
var	BuildException	be
var	Throwable	t
var	XMLReader	parser
var	String	uri
var	int	pling
var	URLConnection	conn
var	DefaultHandler	hb
method	AntHandler	handler
method	AntHandler	handler
method	AntHandler	handler
method	AntHandler	handler
method	String	uri
method	String	tag
method	String	qname
method	Attributes	attrs
method	AntXMLContext	context
method	String	uri
method	String	tag
method	String	qname
method	Attributes	attrs
method	AntXMLContext	context
method	String	uri
method	String	tag
method	String	qname
method	AntXMLContext	context
method	String	uri
method	String	tag
method	AntXMLContext	context
method	char[]	buf
method	int	start
method	int	count
method	AntXMLContext	context
var	String	s
method	String	uri
file	Stack<AntHandler>	antHandlers
file	AntHandler	currentHandler
file	AntXMLContext	context
method	String	publicId
method	String	systemId
var	String	path
var	File	file
var	InputSource	inputSource
method	String	uri
method	String	tag
method	String	qname
method	Attributes	attrs
var	AntHandler	next
method	Locator	locator
method	String	uri
method	String	name
method	String	qName
var	AntHandler	prev
method	char[]	buf
method	int	start
method	int	count
method	String	prefix
method	String	uri
method	String	prefix
method	String	uri
method	String	name
method	String	qname
method	Attributes	attrs
method	AntXMLContext	context
method	String	uri
method	String	tag
method	String	qname
method	Attributes	attrs
method	AntXMLContext	context
var	String	baseDir
var	boolean	nameAttributeSet
var	Project	project
var	String	attrUri
var	String	key
var	String	value
var	String	newTargetPrefix
var	int	i
var	String	antFileProp
var	String	dup
var	String	typeProp
var	String	dupType
var	Object	dupFile
var	Object	contextFile
method	String	uri
method	String	name
method	String	qname
method	Attributes	attrs
method	AntXMLContext	context
method	String	uri
method	String	tag
method	String	qname
method	Attributes	attrs
method	AntXMLContext	context
var	String	name
var	String	depends
var	String	extensionPoint
var	OnMissingExtensionPoint	extensionPointMissing
var	Project	project
var	Target	target
var	String	attrUri
var	String	key
var	String	value
var	int	i
var	String	prefix
var	boolean	isInIncludeMode
var	String	sep
var	Hashtable<String, Target>	projectTargets
var	boolean	usedTarget
var	String	string
var	String	newName
var	Target	newTarget
var	ProjectHelper	helper
var	String	extPointName
method	AntXMLContext	context
var	String	configuredValue
var	String	projectName
method	String	uri
method	String	name
method	String	qname
method	Attributes	attrs
method	AntXMLContext	context
method	String	uri
method	String	tag
method	AntXMLContext	context
method	String	uri
method	String	tag
method	String	qname
method	Attributes	attrs
method	AntXMLContext	context
var	RuntimeConfigurable	parentWrapper
var	Object	parent
var	UnknownElement	task
var	Location	location
var	RuntimeConfigurable	wrapper
var	String	name
var	String	attrUri
var	String	value
var	int	index
var	String	prefix
var	String	mappedUri
var	int	i
method	char[]	buf
method	int	start
method	int	count
method	AntXMLContext	context
var	RuntimeConfigurable	wrapper
method	String	uri
method	String	tag
method	String	qname
method	Attributes	attrs
method	AntXMLContext	context
method	String	uri
method	String	tag
method	AntXMLContext	context
file	FileUtils	FILE_UTILS
file	org.xml.sax.Parser	parser
file	Project	project
file	File	buildFile
file	File	buildFileParent
file	Locator	locator
file	Target	implicitTarget
method	Project	project
method	Object	source
var	File	bFile
var	FileInputStream	inputStream
var	InputSource	inputSource
var	Location	location
var	Throwable	t
var	BuildException	be
var	Throwable	t
var	String	uri
var	HandlerBase	hb
file	DocumentHandler	parentHandler
file	ProjectHelperImpl	helperImpl
method	String	tag
method	AttributeList	attrs
method	char[]	buf
method	int	start
method	int	count
var	String	s
method	String	name
file	ProjectHelperImpl	helperImpl
method	String	publicId
method	String	systemId
var	String	path
var	File	file
var	InputSource	inputSource
method	String	tag
method	AttributeList	attrs
method	Locator	locator
method	String	tag
method	AttributeList	attrs
var	String	def
var	String	name
var	String	id
var	String	baseDir
var	String	key
var	String	value
var	int	i
var	File	resolvedBaseDir
method	String	name
method	AttributeList	attrs
method	String	tag
method	AttributeList	attrs
file	Target	target
method	String	tag
method	AttributeList	attrs
var	String	name
var	String	depends
var	String	ifCond
var	String	unlessCond
var	String	id
var	String	description
var	String	key
var	String	value
var	int	i
method	String	name
method	AttributeList	attrs
method	ProjectHelperImpl	helperImpl
method	DocumentHandler	parent
method	Target	target
method	String	elementName
method	AttributeList	attrs
method	char[]	buf
method	int	start
method	int	count
var	String	text
var	String	currentDescription
file	Target	target
file	TaskContainer	container
file	Task	task
file	RuntimeConfigurable	parentWrapper
file	RuntimeConfigurable	wrapper
method	String	tag
method	AttributeList	attrs
method	char[]	buf
method	int	start
method	int	count
method	String	name
method	AttributeList	attrs
file	Object	parent
file	Object	child
file	RuntimeConfigurable	parentWrapper
file	RuntimeConfigurable	childWrapper
file	Target	target
method	String	propType
method	AttributeList	attrs
var	Class<?>	parentClass
var	IntrospectionHelper	ih
var	String	elementName
var	UnknownElement	uc
method	char[]	buf
method	int	start
method	int	count
method	String	name
method	AttributeList	attrs
file	Target	target
file	Object	element
file	RuntimeConfigurable	wrapper
method	String	propType
method	AttributeList	attrs
method	char[]	buf
method	int	start
method	int	count
method	String	name
method	AttributeList	attrs
method	Object	target
method	AttributeList	attr
var	String	id
method	Project	project
method	String[]	targetNames
method	InputRequest	request
var	String	prompt
var	BufferedReader	r
var	boolean	success
var	String	input
method	InputRequest	request
var	String	prompt
var	String	def
var	StringBuilder	sb
var	boolean	first
var	String	next
method	InputRequest	request
var	String	prompt
var	InputStream	in
var	ByteArrayOutputStream	baos
var	StreamPumper	p
var	Thread	t
method	InputRequest	request
file	String	prompt
file	String	input
file	String	defaultValue
method	String	input
method	String	d
file	LinkedHashSet<String>	choices
file	Properties	props
file	String	FILE_NAME_KEY
method	InputRequest	request
var	Object	o
var	String	propsFile
method	InputRequest	request
var	String	prompt
var	Object	console
var	char[]	input
file	Map<String, IntrospectionHelper>	HELPERS
file	Map<Class<?>, Class<?>>	PRIMITIVE_TYPE_MAP
var	Class<?>[]	primitives
var	Class<?>[]	wrappers
var	int	i
file	int	MAX_REPORT_NESTED_TEXT
file	String	ELLIPSIS
file	Hashtable<String, Class<?>>	attributeTypes
file	Hashtable<String, AttributeSetter>	attributeSetters
file	Hashtable<String, Class<?>>	nestedTypes
file	Hashtable<String, NestedCreator>	nestedCreators
file	List<Method>	addTypeMethods
file	Method	addText
file	Class<?>	bean
var	Method[]	methods
var	Method	addTextMethod
var	Method	m
var	String	name
var	Class<?>	returnType
var	Class<?>[]	args
var	Constructor<?>	constructor
var	String	propName
var	Constructor<?>	constructor
var	String	propName
var	String	propName
var	String	propName
var	AttributeSetter	as
var	int	i
method	String	name
method	Class<?>	type
method	Class<?>	c
method	Project	p
method	Class<?>	c
var	IntrospectionHelper	ih
method	Project	p
method	Object	element
method	String	attributeName
method	Object	value
var	AttributeSetter	as
var	DynamicAttributeNS	dc
var	String	uriPlusPrefix
var	String	uri
var	String	localName
var	String	qName
var	DynamicObjectAttribute	dc
var	DynamicAttribute	dc
var	String	msg
method	Project	p
method	Object	element
method	String	attributeName
method	String	value
method	Project	project
method	Object	element
method	String	text
file	String	NOT_SUPPORTED_CHILD_PREFIX
file	String	NOT_SUPPORTED_CHILD_POSTFIX
method	Project	project
method	Object	parent
method	String	elementName
var	String	msg
method	Project	project
method	String	parentUri
method	Object	parent
method	String	elementName
method	UnknownElement	child
var	String	uri
var	String	name
var	NestedCreator	nc
var	String	qName
var	Object	nestedElement
method	Project	project
method	Object	parent
method	Object	ignore
method	Object	parent
method	String	ns
method	String	localName
method	String	qName
var	Object	nestedElement
var	DynamicElementNS	dc
var	DynamicElement	dc
method	Project	project
method	Object	parent
method	String	elementName
var	NestedCreator	nc
var	Object	nestedElement
method	Project	project
method	String	parentUri
method	Object	parent
method	String	elementName
method	UnknownElement	ue
var	NestedCreator	nc
method	String	elementName
method	String	parentUri
method	String	elementName
method	String	parentUri
method	String	elementName
method	Project	project
method	Object	parent
method	String	parentUri
method	String	elementName
var	String	name
var	String	uri
method	Project	project
method	Object	parent
method	Object	child
method	String	elementName
var	NestedCreator	ns
method	InvocationTargetException	ite
var	Throwable	t
method	String	elementName
var	Class<?>	nt
method	String	attributeName
var	Class<?>	at
method	String	elementName
var	Object	creator
method	String	attributeName
var	Object	setter
method	Method	m
method	Class<?>	arg
method	String	attrName
var	Class<?>	reflectedArg
method	Project	p
method	Object	parent
method	String	value
method	Project	p
method	Object	parent
method	String	value
method	Project	p
method	Object	parent
method	String	value
method	Project	p
method	Object	parent
method	String	value
method	Project	p
method	Object	parent
method	String	value
method	Project	p
method	Object	parent
method	String	value
method	Project	p
method	Object	parent
method	String	value
method	Project	p
method	Object	parent
method	String	value
var	EnumeratedAttribute	ea
var	AttributeSetter	setter
method	Project	p
method	Object	parent
method	String	value
var	boolean	includeProject
var	Constructor<?>	c
var	boolean	finalIncludeProject
var	Constructor<?>	finalConstructor
method	Project	p
method	Object	parent
method	String	value
var	Throwable	cause
var	Object[]	args
var	Object	attribute
method	Class<?>	reflectedArg
method	Method	m
method	Class<?>	arg
method	Project	p
method	Object	parent
method	String	value
var	Enum<?>	setValue
var	Enum<?>	enumValue
method	Project	project
method	Object	element
method	String	methodName
method	String	prefix
file	NestedCreator	nestedCreator
file	Object	parent
file	Project	project
file	Object	nestedObject
file	String	polyType
method	String	polyType
var	ComponentHelper	helper
file	Method	method
method	Project	project
method	Object	parent
method	Object	child
method	Object	parent
method	Object	child
method	Project	project
method	Object	parent
method	Object	ignore
file	int	ADD
file	int	ADD_CONFIGURED
file	Constructor<?>	constructor
file	int	behavior
method	Project	project
method	Object	parent
method	Object	child
method	Object	parent
method	Object	child
method	Object	parent
method	Object	child
file	Method	method
file	Class<?>	type
method	Project	p
method	Object	parent
method	Object	value
var	Class<?>	useType
method	Project	p
method	Object	parent
method	String	value
method	Project	project
method	Object	parent
method	String	elementName
var	ComponentHelper	helper
var	MethodAndObject	restricted
var	MethodAndObject	topLevel
var	MethodAndObject	methodAndObject
var	Object	rObject
var	Object	nestedObject
var	Object	realObject
method	Project	project
method	Object	parent
method	Object	ignore
method	Object	parent
method	Object	child
method	Method	method
var	Class<?>	argClass
var	int	size
var	Method	current
var	int	c
method	Class<?>	paramClass
method	List<Method>	methods
var	Class<?>	matchedClass
var	Method	matchedMethod
var	int	size
var	Method	method
var	Class<?>	methodClass
var	int	i
method	String	text
